Name,E-mail,Trade Name,Registration No.,Telephone,Address,Exchange Name,Validity
HRTI PRIVATE LIMITED,plal@hudson-trading.com,Plal,INZ000281336,9102249054240,"LEVEL-3, PLOT NO. C-70,THE CAPITAL, G-BLOCK BANDRA KURLA COMPLEX,BANDRA (EAST)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 27, 2019 - Perpetual"
HSBC SECURITIES AND CAPITAL MARKETS (INDIA) PVT. LTD.,mudit.tayal@hsbc.co.in,Mudit.tayal,INZ000234533,9102249146028,"52/60, Mahatma Gandhi Road, Fort,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 06, 1995 - Perpetual"
HTS SECURITIES PRIVATE LIMITED,htssecurities@mtnl.net.in,Htssecurities,INZ000204835,9102222723850,"506-519, ROTUNDA, STOCK EXCHANGE TOWER,",METROPOLITAN STOCK EXCHANGE,"Jan 07, 1998 - Perpetual"
I KAY HOLDING CO. PRIVATE LIMITED,ikaycom@yahoo.co.in,Ikaycom,INZ000278033,9101132365255,"260, SECOND FLOOR,ASHOKA ENCLAVE MAIN, SECTOR-35,FARIDABAD",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 30, 1995 - Perpetual"
I VENTURES CAPITAL PRIVATE LIMITED,info@iventures.in,Info,INZ000271536,9101294174700,"17 FIRST FLOOR, HEMKUNT COLONY, GREATER KAILASH",BOMBAY STOCK EXCHANGE LIMITED,"Dec 03, 2009 - Perpetual"
ICAP IL INDIA PRIVATE LIMITED,compliance@icapindia.com,Compliance,INZ000039339,02266419500,"Office No. 6, 3rd Floor, C Wing, Laxmi Towers, Bandra Kurla Complex, Bandra (East),",BOMBAY STOCK EXCHANGE LIMITED,"Mar 12, 2020 - Perpetual"
ICICI BANK LTD.,companysecretary@icicibank.com,Companysecretary,INZ000197438,00265339923,"LANDMARK,RACE COURSE CIRCLE ALKAPURI,VADODARA",NSE Clearing Limited,"Jun 02, 2000 - Perpetual"
ICICI SECURITIES LIMITED,complianceofficer@icicisecurities.com,Complianceofficer,INZ000183631,912240701105,"ICICI Venture House Appasaheb Marathe Marg, Prabhadevi,",BOMBAY STOCK EXCHANGE LIMITED,"Sep 14, 1995 - Perpetual"
IDBI BANK LIMITED,derivatives_tbo@idbi.co.in,Derivatives_tbo,INZ000286649,9102266263688,"IDBI TOWERS,17TH FLOOR,WTC COMPLEX CUFFE PARADE",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 06, 2001 - Perpetual"
IDBI CAPITAL MARKETS & SECURITIES LIMITED,chiristina.dzouza@idbicapital.com,Chiristina.dzouza,INZ000007237,9102243221212,"6TH FLOOR, IDBI TOWER, WTC COMPLEX, CUFFE PARADE, COLABA",BOMBAY STOCK EXCHANGE LIMITED,"Aug 31, 2016 - Perpetual"
IFCI FINANCIAL SERVICES LTD.,kk@ifinltd.in,Kk,INZ000254231,9101126417250,"IFCI TOWER,14TH FLOOR 61,NEHRU PLACE",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 14, 2000 - Perpetual"
IIFL SECURITIES LIMITED,somendra.agarwal@iifl.com,Somendra.agarwal,INZ000164132,02266117553,"IIFL House, Sun Infotech Park, Road No 16V, Plot No B-23, MIDC Thane Industrial Area, Wagle Estate Thane",BOMBAY STOCK EXCHANGE LIMITED,"May 17, 2000 - Perpetual"
IIFL WEALTH DISTRIBUTION SERVICES LIMITED,dinesh.tanwar@iiflw.com,Dinesh.tanwar,INZ000296339,9102248765600,"IIFL CENTRE, KAMALA CITY, SENAPATI BAPAT MARG LOWER PAREL",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Nov 11, 2020 - Perpetual"
IIFL WEALTH MANAGEMENT LIMITED,dinesh.tanwar@iifil.com,Dinesh.tanwar,INZ000011437,02239585600,IIFL Centre Kamala City Senapati Bapat Marg Lower Parel,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 10, 2015 - Perpetual"
IKM INVESTORS PRIVATE LIMITED,pramodjain@ikminvestor.com,Pramodjain,INZ000172937,9101123289174,"A-14/3, 5th Floor, Jamna Bhawan Asaf Ali Road,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 06, 1995 - Perpetual"
IMC INDIA SECURITIES PRIVATE LIMITED,yogesh.rane@imc.com,Yogesh.rane,INZ000301034,9102249494901,"71-B, 5 North Avenue, Maker Maxity, BANDRA KURLA COMPLEX,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 12, 2021 - Perpetual"
INA STOCK BROKING COMPANY PVT. LTD.,ina217@gmail.com,Ina217,INZ000234636,9102230276120,"PM-16,Rotund Building, Bombay Samachar Marg, Fort,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 13, 1998 - Perpetual"
INANI SECURITIES LTD.,info@inanisec.in,Info,INZ000264734,910403201279,"G-15,RAGHAV RATNA TOWERS CHIRAG ALI LANE ABIDS",BOMBAY STOCK EXCHANGE LIMITED,"Jan 12, 1996 - Perpetual"
INCRED CAPITAL WEALTH PORTFOLIO MANAGERS PRIVATE LIMITED,ganesh.pai@incred.com,Ganesh.pai,INZ000294632,9102240977000,"UNIT NO. 1203, 12TH FLOOR, B WING, THE CAPITAL, PLOT NO. C-70, G BLOCK, BANDRA KURLA COMPLEX, BANDRA EAST,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 30, 2020 - Perpetual"
INDBANK MCHNT. BKG. SVCS. LTD.,registered@indbankonline.com,Registered,INZ000207939,9104425224693,"KHIVIRAJ COMPLEX,1ST FLOOR,480,ANNA SALAI, NANDANAM,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 15, 1993 - Perpetual"
INDIA ADVANTAGE SECURITIES PRIVATE LIMITED,ashok@indiaadvantage.co.in,Ashok,INZ000005736,9102266168800,"4TH FLOOR,OM PLAZA,VASANJI LALJI ROAD, OPP. RAILWAY STATION,KANDIWALI WEST,",BOMBAY STOCK EXCHANGE LIMITED,"Mar 25, 2015 - Perpetual"
INDIA CEMENTS INVESTMENT SERVICES LIMITED,k.sathya@iccaps.com,K.sathya,INZ000205530,9104428572621,"3RD FLOOR,827 DHUN BUILDING OPP. DEVI MULTIPLEX COMPLEX, ANNA SALAI",NSE Clearing Limited,"Oct 01, 2001 - Perpetual"
INDIA PACIFIC SECURITIES & FINANCIAL SERVICES LTD,tewarinc@hotmail.com,Tewarinc,INZ000281430,9101123415375,"C-36,CONNAUGHT PLACE,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 22, 1996 - Perpetual"
INDIA SECURITIES BROKING PRIVATE LIMITED,askdaga@rediffmail.com,Askdaga,INZ000218834,9103340442600,"60 B, CHOWRINGHEE ROAD, 3RD FLOOR,",BOMBAY STOCK EXCHANGE LIMITED,"Mar 28, 2011 - Perpetual"
INDIAN FINANCE GUARANTY LIMITED,cyberrajneesh@gmail.com,Cyberrajneesh,INZ000101139,01140078025,"8/28 W.E.A ,ABDUL AZIZ ROAD,KAROL BAGH",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 17, 2017 - Perpetual"
INDIANIVESH SHARES AND SECURITIES PRIVATE LIMITED,teamcompliance@indianivesh.in,Teamcompliance,INZ000010132,9102262406240,"17th Floor, Lodha, Supremus Senapati Bapat Marg Lower Parel",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 28, 2015 - Perpetual"
INDIRA SECURITIES PRIVATE LIMITED,vramavat@vsnl.com,Vramavat,INZ000188930,02222656812,"SINGH HOUSE, 3RD FLOOR, AMBALAL DOSHI MARG, HAMAM STREET,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 23, 2007 - Perpetual"
INDISTOCK SECURITIES LIMITED.,sanjay.keswani@indistock.com,Sanjay.keswani,INZ000237431,9102222840019,"91-A,MITTAL COURT 224,NARIMAN POINT",NSE Clearing Limited,"May 27, 1994 - Perpetual"
INDMONEY PRIVATE LIMITED,compliance@indmoney.com,Compliance,INZ000305337,9108291185431,"616, 6th Floor, Suncity Success Towers, Near Golf Course Extension Road, Sector 65, Gurugram,",BOMBAY STOCK EXCHANGE LIMITED,"Mar 09, 2022 - Perpetual"
INDO MONEY SECURITIES PRIVATE LIMITED,compliance@indomoney.in,Compliance,INZ000291930,9101122893648,"102,1st Floor,Jhilmil Metro Station Complex, Above State Bank Of India,Jhilmil,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 09, 2020 - Perpetual"
INDO THAI SECURITIES LTD.,compliance@indothai.co.in,Compliance,INZ000194938,9107314255813,"CAPITAL TOWER, 2ND FLOOR, PLOT NOS. 169A-171 PU-4, SCHEME NO.- 54",BOMBAY STOCK EXCHANGE LIMITED,"Sep 14, 1995 - Perpetual"
INDSEC SECURITIES & FINANCE LTD.,ngupta@indsec.com,Ngupta,INZ000236731,9102261146101,"301/302,215 ATRIUM ANDHERI KURLA ROAD, CHAKALA, ANDHERI EAST",BOMBAY STOCK EXCHANGE LIMITED,"Sep 01, 1994 - Perpetual"
INDUS PORTFOLIO PVT. LTD.,rakesh.b@indusinvest.com,Rakesh.b,INZ000170031,01262247151,"1st FLOOR ,GOPAL COMPLEX CIVIL ROAD",BOMBAY STOCK EXCHANGE LIMITED,"Sep 14, 1995 - Perpetual"
INFINITY.COM FINANCIAL SECURITIES LTD.,infinitycompliance@pinc.co.in,Infinitycompliance,INZ000232136,9102266186633,"1216, Maker Chambers V Nariman Point,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 31, 1997 - Perpetual"
INMACS LTD.,inmacsdg@gmail.com,Inmacsdg,INZ000257837,9101126223014,"503,Chiranjiv Tower 43,Nehru Place",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 1995 - Perpetual"
INNOVATE SECURITIES PVT LTD.,piyushparikh@hotmail.com,Piyushparikh,INZ000224735,910796561106,"DEVASHISH,1ST FLOOR NEAR NEST HOTEL,SARDAR PATEL NAGAR ROAD ELLISBRIDGE",BOMBAY STOCK EXCHANGE LIMITED,"Sep 14, 1995 - Perpetual"
INTEGRATED MASTER SECURITIES PRIVATE LIMITED,ceo@integratedmaster.com,Ceo,INZ000175931,9101143074307,"303, NEW DELHI HOUSE 27, BARAKHAMBA ROAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 15, 1995 - Perpetual"
INTELLECT STOCK BROKING LIMITED,rpandey@intellectmoney.com,Rpandey,INZ000191632,003340529224,"232,CHITTARANJAN AVENUE, 7TH FLOOR,GIRISH PARK,",METROPOLITAN STOCK EXCHANGE,"Apr 23, 2008 - Perpetual"
INTENSIVE SOFTSHARE PRIVATE LIMITED,admin@intensivefiscal.com,Admin,INZ000273031,9102222870443,"914, Floor-9, Plot 213, Raheja Chambers, Free Press Journal Marg, Nariman Point,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 24, 2010 - Perpetual"
INTERACTIVE BROKERS (INDIA) PRIVATE LIMITED,bshah@interactivebrokers.com,Bshah,INZ000217730,9102261289800,"502/A, TIMES SQUARE,ANDHERI KURLA ROAD ANDHERI (EAST)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 21, 2007 - Perpetual"
INVENTURE GROWTH & SECURITIES LIMITED,compliance@inventuregrowth.com,Compliance,INZ000221934,9102271148500,"2nd Floor, Viraj Tower, Near Land Mark, W.E. Highway, Andheri East,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 20, 1996 - Perpetual"
INVESTEC CAPITAL SERVICES (INDIA) PRIVATE LIMITED,kaillash.sharma@investec.co.in,Kaillash.sharma,INZ000007138,9102268497401,"PARINEE CRESCENZO, C 38 & 39, G BLOCK, 11TH FLOOR, B WING, UNIT NO. 1103 & 1104, BANDRA KURLA COMPLEX, BANDRA (EAST),",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 29, 2015 - Perpetual"
INVESTERIA FINANCIAL SERVICES PRIVATE LIMITED,compliance@investeria.in,Compliance,INZ000225432,9102261642928,"S Nabibux House, 3rd floor Above Citizen Co- op. Bank,Vakola Bridge, Santacruz (E)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 26, 2011 - Perpetual"
INVESTMENTOR SECURITIES LIMITED,dilip@investmentoronline.com,Dilip,INZ000260036,9107969153605,"Solitaire Sky, 14th Floor, Ashram Road Opp. Gujarat Vidhyapith",METROPOLITAN STOCK EXCHANGE,"Sep 14, 1995 - Perpetual"
INVESTSMART STOCK BROKERS PRIVATE LIMITED,ceoinvestmart@yahoo.com,Ceoinvestmart,INZ000265936,9107312525476,"307-A SHREEVARDHAN COMPLEX 4, R.N.T. MARG",BOMBAY STOCK EXCHANGE LIMITED,"Apr 19, 2010 - Perpetual"
IRAGE BROKING SERVICES LLP,anil.yadav@irage.in,Anil.yadav,INZ000011262,9107966545000,"Unit 1 and 2, 17th Floor Gift One Tower, Road Sc Zone 5, Gift City",NSE Clearing Limited,"Nov 16, 2015 - Perpetual"
ISF SECURITIES LIMITED,sunil.khemka@isfsecurities.com,Sunil.khemka,INZ000211738,9101143500300,"5A/4B, Ansari Road Daryaganj",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Feb 01, 1996 - Perpetual"
ISJ SECURITIES PVT. LTD.,info@isisec.com,Info,INZ000269935,9102240155431,"407, 4th Floor, P. J. Towers, Dalal Street,",BOMBAY STOCK EXCHANGE LIMITED,"Dec 23, 1998 - Perpetual"
ISSL SETTLEMENT & TRANSACTION SERVICES LIMITED,fno.group@issl.co.in,Fno.group,INZ000045432,2242493000,"IL&FS HOUSE, 14, RAHEJA VIHAR, CHANDIVLI, ANDHERI(EAST),",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 24, 2015 - Perpetual"
ISTAA FINSERV PRIVATE LIMITED,info@ybsl.in,Info,INZ000220334,912224018218,"12-A/4, NEW SION CO-OP HSG. SOC. LTD. OPP. S I E S COLLEGE, SION WEST",NSE Clearing Limited,"Jul 21, 2009 - Perpetual"
ITI GILTS LIMITED,bipin.gupta@itigroup.co.in,Bipin.gupta,INZ000103036,9102240273600,"NAMAN MIDTOWN, A-WING, UNIT NO. 2103, 21ST FLOOR, SENAPATI BAPAT MARG,",BOMBAY STOCK EXCHANGE LIMITED,"Mar 23, 2017 - Perpetual"
ITI SECURITIES BROKING LIMITED,compliance@itiorg.com,Compliance,INZ000005835,9102240273600,"ITI House, 36 Dr. R. K. Shirodkar Road, Parel,",NSE Clearing Limited,"Mar 31, 2015 - Perpetual"
J EKLERA SECURITIES PRIVATE LIMITED,jeklerasecurities@gmail.com,Jeklerasecurities,INZ000310233,912618469564400,"Shop-707 International Business Center, Piplod",BOMBAY STOCK EXCHANGE LIMITED,"Dec 12, 2022 - Perpetual"
J G A SHAH SHARE BROKERS P LTD,info@jgashah.com,Info,INZ000163333,9102267522021,"1109, P.J.Tower, Dalal street, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
J M GLOBAL EQUITIES PRIVATE LIMITED,jmglobaleqities@gmail.com,Jmglobaleqities,INZ000203636,910339820921067,19 128 1FLOOR HAZRA ROAD KOLKATA,BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 2010 - Perpetual"
J. G. SHAH FINANCIAL CONSULTANTS PRIVATE LIMITED,shahknv@rediffmial.com,Shahknv,INZ000209538,9102230726303,"4/418, P. J. Tower, Dalal Street, Fort,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 1998 - Perpetual"
J. J. BHABHERA SHARE BROKERS PVT. LTD.,nirav@jjbshares.com,Nirav,INZ000201535,9102266721113,"306 307, SAGAR AVENUE, OPP. SHOPPERS STOP S. V. ROAD, ANDHERI WEST",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 26, 2005 - Perpetual"
J. L. SHAH SECURITIES PVT. LTD.,jls_336@jlshah.co.in,Jls_336,INZ000199739,002266807575,"OFFICE NO 510, HUBTOWN SOLARIS N.S. PHADKE MARG,NEAR EAST WEST FLYOVER ANDHERI EAST",BOMBAY STOCK EXCHANGE LIMITED,"Dec 19, 1997 - Perpetual"
J.P. MORGAN INDIA PRIVATE LTD,vidya.pai@jpmorgan.com,Vidya.pai,INZ000239730,9102261573223,"J .P. MORGAN TOWER,OFF C.S.T. ROAD, KALINA,SANTACRUZ (EAST)",BOMBAY STOCK EXCHANGE LIMITED,"Nov 23, 1994 - Perpetual"
J.V.S. SECURITIES PRIVATE LIMITED,jvssec@jvs.co.in,Jvssec,INZ000281635,9103322489212,"29,MARTIN BURN BUILDING,4TH FLOOR,1,R.N.MUKHERJEE ROAD,KOLKATA",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 07, 1995 - Perpetual"
JADE SECURITIES PVT. LTD.,jadesec@yahoo.com,Jadesec,INZ000272139,9102224375403,"DHANLAXMI BUILDING NO.1,3RD FLOOR T.H.KATARIA MARG,MATUNGA ( WEST)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 12, 1996 - Perpetual"
JAGDISH DALAL SHARES & SECURITIES PVT. LTD.,jgdalal@vsnl.net,Jgdalal,INZ000232537,9102222677293,"2nd Floor, Engineer House, 86, Mumbai Samachar Marg, Fort,",BOMBAY STOCK EXCHANGE LIMITED,"Dec 23, 1998 - Perpetual"
JAINAM BROKING LIMITED,corp@jainam.in,Corp,INZ000198735,9102616725555,"P03-02C, P03-02D, P03-02E, 3rd Floor, WTC Tower (51A), Road 5E, Block 51, Zone 5, DTA, Gift City",METROPOLITAN STOCK EXCHANGE,"Sep 30, 2004 - Perpetual"
JAMBUWALA COMMODITIES PRIVATE LIMITED,contactus@jambuwala.com,Contactus,INZ000056036,7926564165,"405-406 ISCON AVENUE, OPP. CHOICE RETAURENT",METROPOLITAN STOCK EXCHANGE,"Dec 20, 2015 - Perpetual"
JAMNADAS MORARJEE SECURITIES LTD,jm@jmsl.in,Jm,INZ000230932,9102266332889,"204, 2ND FLOOR, STOCK EXCHANGE TOWER DALAL STREET,FORT",NSE Clearing Limited,"Jan 02, 1998 - Perpetual"
JAMNADAS VIRJI SHARES & STOCK BROKERS PVT. LTD,jvsons@jvsons.com,Jvsons,INZ000247838,9102222722970,"811/812, P J TOWER, DALAL STREET, FORT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 13, 1998 - Perpetual"
JAMSON SECURITIES PVT. LTD,jamson99@gmail.com,Jamson99,INZ000228835,9102222030707,"305, REWA CHAMBERS, 31, NEW MARINE LINES,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 1998 - Perpetual"
JANAK JAYANT DALAL,janakjd@gmail.com,Janakjd,INZ000225116,9102222721958,"612, ROTUNDA, 6th Floor, BSE Building, Bombay Samachar Marg, Fort",BOMBAY STOCK EXCHANGE LIMITED,"Mar 19, 1993 - Perpetual"
JAS-ONE SECURITIES PRIVATE LIMITED,jasone@bom5.vsnl.net.in,Jasone,INZ000310632,02223636429,"512 - A PANCHARATNA, 5TH FLOOR, OPERA HOUSE,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 12, 2013 - Perpetual"
JASH SECURITIES PVT LTD,jash98@vsnl.com,Jash98,INZ000270134,9102222700262,"22, RAJA BAHADUR MANSION, 2nd FLOOR, B.S.MARG, FORT,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 1998 - Perpetual"
JASWANT NANALAL JHAVERI,jnjhaveri.2008@rediffmail.com,Jnjhaveri.2008,INZ000234019,9102222721948,"406/407 Rotunda Bldg., 4th Floor, B.S. Marg, Dalal Street",BOMBAY STOCK EXCHANGE LIMITED,"Nov 26, 1992 - Perpetual"
JAVERI FISCAL SERVICES LTD.,sdj@vsnl.com,Sdj,INZ000186638,00223692275,"PS-17,ROTUNDA BUILDING,2ND FLOOR BOMBAY SAMACHAR MARG,FORT",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
JAYEM SECURITIES PRIVATE LIMITED,jayem@sanwaindia.com,Jayem,INZ000299534,9102222661370,"PLOT NO 43 1FB3, FAIRY MANOR, FIRST FLOOR RUSTAM SIDHWA MARG (GUNBOW STREET), NEAR FORT FIRE STATION",BOMBAY STOCK EXCHANGE LIMITED,"Jun 07, 2021 - Perpetual"
JAYESH RAMNIKLAL LALAN,lalanji@hotmail.com,Lalanji,INZ000260216,9102222722425,"R-621, Stock Exchange, Rotunda, B.S.Marg,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 09, 1997 - Perpetual"
JAYPEE CAPITAL SERVICES LIMITED.,info@jaypeeindia.com,Info,INZ000179731,01140099050,"1114, 11th Floor, Naurang House 21, K.G. Marg",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 19, 1995 - Perpetual"
JAYSHREE FINVEST LIMITED,jayshreefinvest@hotmail.com,Jayshreefinvest,INZ000254938,9102812368811,"AJAY MANSION, MALAVIYA ROAD, OPP. SHELL PETROL PUMP, NEAR SHIVALIK-5,",METROPOLITAN STOCK EXCHANGE,"Aug 30, 1995 - Perpetual"
JAYSUKHLAL JAGJIVAN STOCK BROKING PVT. LTD.,jjsbpl@jjsbpl.com,Jjsbpl,INZ000267132,9102222655711,"406, 4TH FLOOR, P.J.TOWER, BSE LTD. DALAL STREET, FORT,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 07, 1998 - Perpetual"
JBS SECURITIES PVT. LTD.,kjs@icenet.co.in,Kjs,INZ000191134,00799824016099,"707, SAKAR 1,OPP. GANDHIGRAM RLY STN, ASHRAM ROAD",BOMBAY STOCK EXCHANGE LIMITED,"Sep 14, 1995 - Perpetual"
JEEVAN UTSAV CAPITAL PRIVATE LIMITED,info@jeevanutsav.com,Info,INZ000305230,9101414188888,"1st Floor, 10, Govind Nagar, Takiya Ki Chowki, Kalwar Road, Jhotwara,",BOMBAY STOCK EXCHANGE LIMITED,"Mar 09, 2022 - Perpetual"
JEFFERIES INDIA PRIVATE LIMITED,sirani@jefferies.com,Sirani,INZ000243033,9102243566070,"2 NORTH AVENUE MAKER MAXITY BANDRA KURLA COMPLEX, BANDRA(E)",BOMBAY STOCK EXCHANGE LIMITED,"Jul 04, 2013 - Perpetual"
JET AGE SECURITIES PVT LTD,accounts@jetagesec.com,Accounts,INZ000238536,9103322831865,"804, SHUBHAM, 1, SAROJINI NAIDU SARANI",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 30, 1995 - Perpetual"
JHAVERI SECURITIES LIMITED,info@jhaverisec.com,Info,INZ000199232,02652226201,"301, PAYAL TOWERS , SAYAJIGUNJ,VADODARA",BOMBAY STOCK EXCHANGE LIMITED,"Nov 22, 1995 - Perpetual"
JHP SECURITIES PRIVATE LIMITED,kunjanj@jhpsecurities.com,Kunjanj,INZ000250836,9102240824242,"201/B, Dev Neo Vikram, Sahakar Nagar C.H.S, New Link Road, Above Audi Car Showroom, Andheri (West),",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 13, 1998 - Perpetual"
JITENDRA HARJIVANDAS SECURITIES PVT. LTD.,jhspl123@gmail.com,Jhspl123,INZ000231644,9102222721037,"416, 4TH FLOOR, P.J. TOWERS DALAL STREET, FORT,",BOMBAY STOCK EXCHANGE LIMITED,"Feb 18, 2003 - Perpetual"
JITENDRA PUKHRAJ JAIN,jiten@pukhraj.com,Jiten,INZ000207615,9102222081542,"5TH FLOOR - 0,PLOT 599,KAPADIA CHAMBERS, JAGANATH SHANKARSHETH MARG,CHIRA BAZAR, KALBADEVI,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 23, 1995 - Perpetual"
JITENDRA VITHALDAS MARTHAK,jvmarthak@yahoo.com,Jvmarthak,INZ000231013,9102222721236,"730, 7TH FLOOR, ROTUNDA BUILDING, STOCK EXCHANGE DALAL STREET, FORT",BOMBAY STOCK EXCHANGE LIMITED,"Nov 26, 1992 - Perpetual"
JK SECURITIES PVT. LTD.,dikul@jksecurities.com,Dikul,INZ000174537,009825011966,"OPP.PEOPLES BANK PARK, SARDAR GUNJ ROAD GUJARAT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Nov 22, 1995 - Perpetual"
JKB FINANCIAL SERVICES LIMITED,cs.zaffar@jkbfsl.com,Cs.zaffar,INZ000243934,911942483866,GOLE MARKET KARAN NAGAR,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 14, 2011 - Perpetual"
JM FINANCIAL INSTITUTIONAL SECURITIES LIMITED,sunny.shah@jmfl.com,Sunny.shah,INZ000163434,9102266303383,"7th Floor, Cnergy, Appasaheb Marathe Marg, Prabhadevi,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 01, 2014 - Perpetual"
JM FINANCIAL SERVICES LIMITED,manish.sabu@jmfl.com,Manish.sabu,INZ000195834,912267250001,"CENERGY,7 FLOOR, APPASAHEB MARATHE MARG PRABHADEVI, MUMBAI CITY",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 06, 1999 - Perpetual"
JMP SECURITIES PRIVATE LIMITED,kashyapvora@hotmail.com,Kashyapvora,INZ000262133,9102240972811,"801/808 ELITE SQUARE, 274,PERIN NARIMAN STREET,BAZAR GATE, FORT",NSE Clearing Limited,"Dec 15, 2000 - Perpetual"
JNP SHARES & STOCK BROKERS P LTD,sapanpatel74@yahoo.com,Sapanpatel74,INZ000267033,9102266333961,"PM-17, MEZZANINE FLOOR, ROTUNDA BUILDING, MUMBAI SAMACHAR MARG,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 13, 1998 - Perpetual"
JOINDRE CAPITAL SERVICES LTD.,shuklaap@joindre.com,Shuklaap,INZ000174034,9102240334567,"29-32, 3rd FLOOR, BANSILAL BUILDING, HOMI MODI STREET, FORT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 01, 1996 - Perpetual"
JPT SHARE SERVICES PRIVATE LIMITED,company.secretary@jptsecurities.com,Company.secretary,INZ000187834,9102266199000,"SKIL House, 209, Bank Street Cross Lane, Fort,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 31, 2011 - Perpetual"
JRD SECURITIES PRIVATE LIMITED,jrds17@hotmail.com,Jrds17,INZ000184830,9102226489182,"405, 4TH FLOOR, BUSINESS SUITES 9, S. V. ROAD, SANTACRUZ (W)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 30, 1997 - Perpetual"
JRK STOCK BROKING PRIVATE LIMITED,info@jrkgroup.in,Info,INZ000194836,03340174777,"ROOM NO. 301 TOBACCO HOUSE 3floor, 1, OLD COURT HOUSE CORNER",NSE Clearing Limited,"Feb 22, 2008 - Perpetual"
JSEL SECURITIES LIMITED,jselsec@yahoo.co.in,Jselsec,INZ000248937,9101412729009,"STOCK EXCHANGE BUILDING, JLN MARG, MALVIYA NAGAR,",BOMBAY STOCK EXCHANGE LIMITED,"May 24, 2000 - Perpetual"
JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,lsharma@jumptrading.com,Lsharma,INZ000293234,07961801300,"Office No. 1 &2, 1st Floor, Grand Mercure Next to GIFT Tower 1 & 2, GIFT CITY",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 17, 2020 - Perpetual"
JUNJHARJI INVESTMENT PVT. LTD.,junjharjiinvestment@gmail.com,Junjharjiinvestment,INZ000291231,9102256546880,"308 REGENT CHAMBERS NARIMAN POINT,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 14, 1995 - Perpetual"
